company_id,department,product_id,product_name,category,units_sold,revenue,profit_margin,customer_feedback_score,employee_id,employee_name,employee_role,employee_performance_score,employee_turnover,training_program_completed,salary,supplier_id,supplier_name,inventory_level,reorder_point,technology_usage_score,brand_loyalty_score,market_research_index,exit_interview_score,mission_clarity_score,company_direction_score,future_planning_score,years_with_company,contract_value,projected_growth
88,Sales,1539,Phone,Accessories,166,20633.363137516117,26.3031167177251,6,19370,Tom Green,Salesperson,8,0,1,82974.24819842771,923,Supplier A,101,429,4,7,8,1,5,3,8,4,86462.36297755396,7.459954577426825
57,HR,1084,Charger,Gadgets,391,106149.45614484242,25.537427229924006,6,15504,John Doe,HR Specialist,3,1,1,100356.48714160452,671,Supplier C,467,263,8,6,10,9,6,9,7,0,53366.498271695134,16.475497481045657
12,Marketing,1575,Headphones,Electronics,440,39726.08639082704,5.398110404108218,9,19158,Jane Smith,Technician,4,0,0,80006.9358741391,617,Supplier A,821,258,5,3,9,8,4,2,5,8,16836.69661177661,14.297039554339953
80,Sales,1336,Laptop,Accessories,10,48514.40171345675,25.275521067373717,8,12626,John Doe,Manager,3,1,0,108425.4019298813,947,Supplier A,338,55,4,3,7,6,2,5,1,17,29134.96526451978,2.6200396603599883
88,Production,1897,Tablet,Gadgets,20,17356.496443502434,24.826690687681218,6,11441,Lisa White,Engineer,10,1,1,55962.214961082114,666,Supplier C,397,434,8,3,2,2,10,3,6,13,9236.041419371475,8.85570609846264
88,Sales,1671,Phone,Gadgets,328,99961.8413356512,14.416018715599172,5,14870,Jane Smith,Engineer,10,0,1,104149.36140222965,660,Supplier A,940,163,6,10,3,1,8,2,10,8,78247.57656145972,21.683237551926172
39,Sales,1620,Charger,Accessories,255,104914.38841581029,27.54136230943298,5,19763,Lisa White,HR Specialist,2,0,0,69981.55682392528,928,Supplier B,34,213,8,7,9,7,6,7,8,4,39011.27778311432,11.606233432156468
76,HR,1297,Headphones,Gadgets,151,71024.02260009559,16.723737220004303,6,10272,Michael Brown,HR Specialist,6,1,1,52487.25428172697,632,Supplier D,918,312,10,3,2,2,10,1,6,19,50399.4019896073,5.335917544477254
44,Sales,1586,Tablet,Electronics,334,4583.700521233933,16.237458775845575,3,15007,Lisa White,Manager,7,1,0,115490.14690497213,770,Supplier A,113,72,6,4,2,3,1,9,5,12,87809.98289112214,20.163652777325673
59,Marketing,1004,Charger,Gadgets,139,87197.29146036429,28.932267757970994,5,15003,Tom Green,Engineer,10,1,1,72542.6155396514,801,Supplier C,853,70,9,2,4,10,1,7,2,3,92029.76580319976,6.312161188647247
72,IT,1684,Tablet,Electronics,108,64567.37398128734,11.090727417669969,5,10870,Tom Green,Technician,10,1,1,58775.370457302844,933,Supplier A,398,417,9,7,2,10,2,6,8,19,33988.79587277341,1.9673132067334569
50,Production,1841,Headphones,Electronics,144,70325.80588591062,10.542700987433774,1,19471,Jane Smith,Technician,1,1,1,34562.45938445837,718,Supplier C,618,285,2,5,3,9,6,9,7,9,96833.35487015455,14.176990857577582
85,Sales,1759,Tablet,Electronics,168,7967.981789997068,13.597974173633489,3,17154,Lisa White,Technician,1,0,0,102659.00175682319,998,Supplier C,59,190,8,8,8,2,8,6,4,0,47414.00662516969,16.818597828143144
73,HR,1922,Headphones,Accessories,254,53757.75534640496,19.750576389091258,4,12742,Jane Smith,Technician,7,1,0,56910.14077196302,642,Supplier B,917,335,1,2,6,4,10,8,2,18,17703.382370361905,9.182621216594224
46,Production,1700,Laptop,Accessories,299,99810.50843184655,8.19301055295836,6,13242,Tom Green,Manager,3,0,0,58735.05731473093,891,Supplier C,980,226,4,9,10,7,9,7,1,6,87583.73069326577,13.833963590882115
91,Production,1389,Tablet,Accessories,387,67060.8015485394,25.587269714751883,9,14486,John Doe,Engineer,7,1,1,105513.53177905129,837,Supplier A,886,277,3,1,6,10,2,10,8,6,84390.09517146961,23.144340702202964
97,IT,1457,Headphones,Gadgets,175,79661.52256974822,8.032950245567237,7,14192,Jane Smith,Technician,8,0,0,79601.03412486437,979,Supplier D,798,276,7,1,7,5,4,1,5,14,75595.07954488957,7.606710043249154
48,Marketing,1235,Headphones,Accessories,444,83941.06571818782,25.74306924300349,9,17845,Jane Smith,Manager,7,0,0,96134.09563944231,862,Supplier B,906,185,1,9,1,8,10,4,5,17,21232.94171068623,15.32177926844551
50,Sales,1847,Charger,Gadgets,2,7770.636609669153,10.294313442369578,1,12155,Jane Smith,Engineer,3,1,0,103846.27500796603,675,Supplier A,23,490,10,2,7,9,8,2,8,13,8571.292878555272,10.821080085009616
16,Production,1460,Charger,Electronics,144,24914.974121057792,20.52266865814179,4,12020,Jane Smith,Salesperson,10,0,1,79758.45370437673,864,Supplier B,950,335,6,9,5,9,8,5,7,4,46957.93075954176,4.582495404731536
97,IT,1931,Laptop,Accessories,282,177889.22888770187,16.417006256313115,8,12194,Lisa White,Manager,3,0,0,51408.727631346606,969,Supplier D,322,351,5,1,6,2,10,9,10,16,17168.64659707965,4.965194068956014
98,HR,1023,Headphones,Electronics,87,95365.18197638173,21.983348376436794,4,14605,Jane Smith,Manager,5,1,0,58958.8808919531,704,Supplier C,236,285,10,4,5,8,6,7,4,2,49186.077646843725,18.622422977537703
31,Production,1811,Charger,Electronics,140,45411.473522432425,6.54198033964317,9,15590,Jane Smith,Technician,8,1,1,97836.14705459455,847,Supplier B,162,343,9,9,1,7,9,10,7,10,11239.8177108967,1.958979465846718
17,HR,1052,Headphones,Gadgets,454,112372.94317300765,27.88407473039429,5,10729,Jane Smith,Technician,8,0,0,42300.22269874225,966,Supplier C,572,368,5,7,1,2,6,2,1,16,52253.626440870896,18.776657072979077
92,Marketing,1644,Headphones,Electronics,316,74533.0950096853,12.908464757638553,5,15106,Jane Smith,Manager,5,0,0,55814.84065624984,555,Supplier A,382,435,4,2,8,6,1,8,5,0,83430.80936832426,22.456697846886016
67,Marketing,1270,Headphones,Electronics,346,4534.108366316903,11.794080589372465,6,19475,Jane Smith,HR Specialist,9,1,0,33141.341026133865,753,Supplier B,749,477,4,8,8,4,6,4,3,3,58332.27333915834,4.22943645641583
33,IT,1272,Tablet,Accessories,410,31836.563276124187,29.15648094133559,6,18308,John Doe,Salesperson,6,0,0,80285.55105548516,848,Supplier A,605,233,4,2,1,9,1,9,10,11,16237.596173589736,21.816797771688442
60,HR,1251,Headphones,Accessories,200,14933.294081311775,9.144699287127843,4,19827,Michael Brown,Engineer,4,1,1,81135.82300645778,706,Supplier C,383,498,8,6,3,2,3,4,5,10,52925.93565627305,13.692031745835823
33,Sales,1061,Headphones,Electronics,21,6416.331351249304,5.56225678076581,8,17647,Tom Green,Engineer,9,1,1,92475.60058869045,938,Supplier A,75,375,7,1,6,4,5,9,3,13,10790.101092372413,6.222655518477465
12,Marketing,1624,Headphones,Gadgets,436,193408.2835644164,27.893980862135734,5,15776,John Doe,Salesperson,10,1,0,90709.32206862821,728,Supplier A,744,458,8,5,2,6,10,3,2,16,54178.08307808394,2.1930116618727347
42,IT,1252,Charger,Electronics,308,76807.91607673465,17.243621688216265,8,18904,Tom Green,Technician,8,0,0,51128.817536522154,549,Supplier A,282,316,4,10,2,1,1,7,3,13,50272.17527739144,18.308274511156878
54,Production,1247,Charger,Electronics,214,11491.428670548215,6.3812298138042385,4,16204,Michael Brown,Engineer,3,0,0,96631.95576332466,837,Supplier D,401,186,4,1,1,4,9,3,5,0,88477.62214648092,19.31470414697722
92,Sales,1932,Headphones,Electronics,479,70899.68065606353,28.03391890323554,3,19162,Lisa White,Salesperson,9,1,0,76964.94566819463,734,Supplier D,980,260,5,2,5,9,6,6,1,18,19204.53630353258,6.545937849391223
56,Marketing,1141,Phone,Gadgets,166,15746.629725737912,5.3359277379317955,1,12681,Jane Smith,Manager,4,1,1,51228.25788603083,799,Supplier A,74,175,4,1,10,4,4,6,2,18,45219.356212054845,12.012117682953438
46,Sales,1319,Headphones,Accessories,203,48226.76511080756,8.862052361934847,7,12974,Jane Smith,Technician,8,1,1,71705.32329354326,866,Supplier B,608,227,3,3,8,4,3,10,4,4,35518.54401459538,14.603594626796669
13,Sales,1871,Headphones,Gadgets,489,25710.668948923638,27.466096485272054,9,12094,John Doe,Technician,4,1,0,86245.39633342954,783,Supplier C,281,342,3,9,5,10,8,9,1,2,32237.492560049013,12.655689798383854
58,IT,1122,Tablet,Electronics,167,197316.81909320538,11.788898606811149,10,10222,Michael Brown,Salesperson,3,1,1,36169.05329155536,841,Supplier A,845,287,9,3,4,4,1,4,10,1,51268.76709931506,4.186508859283804
2,Sales,1146,Headphones,Gadgets,65,22299.957865847013,17.515003987506788,6,11183,John Doe,Salesperson,5,0,1,71184.45105613279,734,Supplier B,683,412,9,8,2,1,10,10,5,4,99019.43882928204,23.28119836103997
56,Marketing,1568,Tablet,Gadgets,497,100399.5511400327,28.361093197528213,10,16521,Tom Green,Manager,1,0,1,39614.42894910037,698,Supplier D,476,143,6,8,10,5,8,10,5,11,85751.76810921515,11.994577916304422
5,HR,1843,Charger,Electronics,183,12525.471294087598,10.749314765251281,8,13264,Michael Brown,Salesperson,8,0,0,55872.5575599548,668,Supplier B,822,129,5,1,4,6,9,3,7,2,82087.99128776253,12.165166042528998
27,HR,1016,Headphones,Electronics,283,66661.49659987004,25.698373321519227,10,10145,Jane Smith,Manager,8,0,1,53821.732051887826,547,Supplier B,964,154,3,3,4,1,8,9,8,12,84709.6706120312,10.200534483322203
75,Sales,1988,Headphones,Gadgets,311,144118.13531554842,17.604470101896162,6,14740,John Doe,Technician,5,1,0,35459.64587277787,829,Supplier C,688,202,5,7,9,9,4,8,7,18,60655.640757771325,3.8982170448949587
32,Production,1960,Tablet,Gadgets,143,7238.756620021987,7.253574116604506,9,10138,Jane Smith,Technician,8,0,0,78200.97544486537,964,Supplier B,915,228,2,4,5,1,4,6,2,6,38512.291464777845,20.27003188228231
100,IT,1490,Laptop,Accessories,438,146359.47894368847,12.01712491029134,2,17380,John Doe,Technician,8,0,0,82349.32675264002,727,Supplier D,46,379,4,3,6,6,7,7,2,2,65772.70633912006,6.3369529903123984
27,Sales,1900,Headphones,Gadgets,136,23879.757515542937,22.196178729662233,4,16332,John Doe,HR Specialist,9,1,0,41870.19262850929,844,Supplier D,428,293,2,2,7,7,8,2,1,10,67250.05547073761,3.2858567738358486
76,IT,1767,Headphones,Gadgets,401,26604.356515460393,17.710364641670946,2,15910,Jane Smith,Technician,8,1,1,93077.58180915739,709,Supplier C,766,453,8,8,1,8,1,5,10,6,49072.369539434716,8.359295586159888
23,HR,1877,Tablet,Accessories,139,106391.64134827213,29.85241729867839,3,12669,Tom Green,Technician,7,0,1,51219.18819084333,985,Supplier B,904,178,5,1,2,4,3,8,10,4,59246.44143048609,6.580925873406126
52,Marketing,1459,Phone,Gadgets,459,35905.98987162273,29.66306067847018,1,17324,Michael Brown,HR Specialist,2,1,1,51167.11286803917,991,Supplier A,238,443,7,6,2,4,6,10,3,8,19951.774403183386,19.290974529411244
9,IT,1565,Charger,Gadgets,334,5414.149993953284,23.971010994846786,7,10785,John Doe,HR Specialist,1,1,1,111277.20733696868,549,Supplier A,742,470,1,10,3,7,5,9,8,15,53270.47738989716,16.726171167555876
52,Marketing,1906,Charger,Gadgets,450,129879.65419893968,20.129790130133152,1,14190,Tom Green,HR Specialist,8,1,1,112925.44554838582,685,Supplier C,104,124,2,7,3,6,3,6,7,2,45647.79562269153,19.766494825479985
97,IT,1391,Tablet,Accessories,222,83241.8131856612,24.698211187108154,4,11240,John Doe,HR Specialist,9,0,0,37477.80781904256,541,Supplier D,407,120,1,10,8,9,5,8,7,16,89202.44486128521,15.919559984000397
34,Sales,1056,Charger,Electronics,451,153946.2814179568,6.305285236549839,1,11832,Lisa White,Manager,9,1,0,82138.522635762,972,Supplier C,824,420,10,2,4,9,4,2,4,0,54392.938096815255,21.288751167385215
24,HR,1483,Charger,Electronics,482,3678.1344836068583,25.3637568228677,2,15793,Jane Smith,Engineer,6,1,1,81714.78375146343,653,Supplier B,21,256,9,9,9,6,6,5,3,17,79841.93384894205,2.5471922077820546
91,Production,1229,Phone,Accessories,376,167191.8404666742,16.878231321045252,4,17968,Jane Smith,HR Specialist,2,1,1,64756.95939282543,975,Supplier C,140,373,6,6,10,6,1,8,9,8,20910.81960164602,14.893063316177098
44,Marketing,1299,Headphones,Accessories,246,129522.33169999007,19.054025195536465,6,11037,John Doe,Salesperson,2,0,1,33783.940164461754,689,Supplier D,239,175,9,10,9,1,9,9,10,10,50748.9268092841,2.1705442865784628
99,HR,1766,Headphones,Electronics,161,35793.66376571775,27.084554615311873,2,12711,Michael Brown,Manager,2,1,0,111461.00597223162,808,Supplier D,146,302,2,7,6,1,9,5,2,17,51818.91924914563,10.813105151606635
75,IT,1051,Phone,Gadgets,387,195670.15293612957,24.93588887483055,6,12951,Tom Green,Technician,7,1,0,105797.40870205156,669,Supplier C,15,397,10,3,5,9,4,9,8,10,81077.5721737917,11.818121747646579
69,Sales,1860,Phone,Electronics,378,89512.90704641872,26.55190358551917,9,19611,Lisa White,Engineer,3,0,1,116015.83175231812,782,Supplier C,756,164,8,3,2,9,9,7,7,0,32219.72218976789,5.107449149608516
84,IT,1525,Headphones,Gadgets,154,148029.6524499202,7.683468002316047,8,17646,Jane Smith,Manager,4,1,0,66142.69921220199,558,Supplier D,536,278,7,10,10,1,8,8,4,19,60106.28011942071,21.92785338123204
87,IT,1248,Laptop,Gadgets,10,21550.95348391883,25.27489098942886,10,16777,Jane Smith,Engineer,3,1,1,104302.82357891263,583,Supplier D,185,117,10,8,5,5,4,5,10,17,20712.51012056837,2.85967619529493
56,Sales,1269,Headphones,Electronics,10,4801.697259705364,14.371436658066004,9,18426,John Doe,Salesperson,9,0,1,55027.32933820608,571,Supplier C,569,162,6,5,1,2,4,3,10,9,25166.722680835126,13.043624382298017
6,HR,1121,Tablet,Accessories,278,227676.89427023986,17.26150483803006,2,17167,Lisa White,Manager,1,0,0,56127.291182760004,586,Supplier B,604,99,5,8,8,5,6,8,6,17,57971.3101091487,6.163551414304817
11,Sales,1213,Laptop,Accessories,248,34201.807333157274,9.242868774203798,9,10433,John Doe,HR Specialist,4,1,1,61521.62738295886,552,Supplier A,156,376,1,2,10,9,2,4,4,5,60845.97580373631,4.179594834953254
9,Marketing,1296,Headphones,Gadgets,260,12918.120336490265,16.679421727511993,10,18808,Lisa White,HR Specialist,4,0,1,42173.91647190311,683,Supplier B,6,197,2,7,4,4,6,10,1,13,13785.362097361072,20.49630084093436
15,Sales,1899,Laptop,Accessories,234,93834.98667801588,9.362921213884658,8,13507,John Doe,Technician,6,0,1,57212.55406442372,747,Supplier B,473,302,6,4,10,4,6,4,5,2,73121.01143812384,21.28781422886309
58,IT,1785,Phone,Gadgets,332,24645.86115613117,25.879614671073007,7,18836,Michael Brown,Technician,3,1,1,80937.35206403723,572,Supplier D,283,264,8,10,2,8,5,6,5,3,43140.75797187404,17.292267989229348
26,Production,1379,Laptop,Electronics,128,4550.323133655478,13.029967784950195,1,17374,Tom Green,Technician,10,1,0,33661.38361201897,963,Supplier C,238,271,8,10,8,2,10,8,2,11,8086.52459182573,5.98257922503589
68,Marketing,1667,Tablet,Electronics,141,7417.689031620939,28.418685323947738,1,11778,Lisa White,Salesperson,3,0,0,104278.25099303025,904,Supplier B,408,266,1,2,10,10,4,10,3,12,88466.02626817608,3.028091992195339
36,Marketing,1454,Laptop,Accessories,2,140547.91340175038,19.342408356512983,2,13623,Michael Brown,Engineer,4,0,0,30160.997160104318,564,Supplier C,455,451,5,9,9,5,1,1,1,7,91202.69179841192,2.72944379381968
79,Marketing,1158,Laptop,Accessories,27,46973.32074807793,12.51033624816207,1,17308,Michael Brown,Engineer,3,0,0,109596.3694090439,527,Supplier C,478,399,3,6,5,4,3,3,8,13,88711.35346998267,21.616562919111104
81,HR,1784,Headphones,Electronics,97,75827.16277980692,13.17942791515943,9,16404,Jane Smith,HR Specialist,7,1,0,74118.22550089526,555,Supplier D,264,254,10,3,1,1,6,3,8,2,12014.176546430424,17.502126912397507
70,IT,1579,Phone,Electronics,53,180423.1756811069,13.200851126044862,9,10640,Lisa White,Salesperson,5,0,0,32984.941641375815,501,Supplier B,240,106,2,6,6,1,9,8,4,15,25170.043577451426,2.160551581823893
25,HR,1897,Phone,Electronics,38,50685.38632620245,22.588999816459193,2,16174,John Doe,Engineer,9,0,1,37787.56699237804,852,Supplier D,886,193,5,8,5,6,6,3,5,15,47690.902302078815,8.84954898415534
25,HR,1722,Phone,Accessories,457,13315.224885772172,7.051767672125027,10,17522,Tom Green,Manager,8,0,0,119596.72613683276,913,Supplier D,144,359,10,2,1,9,1,4,7,11,72769.53103988775,8.985225146605273
53,Sales,1619,Phone,Accessories,341,91313.13768649026,25.079665842049756,7,18536,Michael Brown,HR Specialist,5,0,1,95118.39865241307,831,Supplier D,338,410,9,3,4,8,6,8,2,5,76190.55066746527,18.751511202731866
56,Sales,1422,Laptop,Accessories,472,30694.190350775476,14.269396541180713,4,14616,John Doe,Technician,3,1,1,102105.08680041385,855,Supplier D,806,244,3,1,5,10,5,7,5,3,46010.36111743033,20.943369919060366
66,HR,1798,Charger,Electronics,469,151485.41971856682,14.91974101171073,7,15722,Michael Brown,Engineer,6,1,0,92969.7713576594,940,Supplier B,508,100,6,9,5,6,2,4,7,5,5984.803962052605,6.609414784910828
96,Sales,1838,Laptop,Gadgets,389,99886.9610197303,29.52226985485155,9,14709,Tom Green,Engineer,10,0,0,97211.43141207626,895,Supplier B,398,485,10,5,9,9,10,1,5,15,49041.555916115714,8.132893178576957
73,Production,1644,Charger,Electronics,363,58899.93794757623,17.704601777144077,5,16810,Lisa White,Engineer,7,1,0,117936.92020979695,823,Supplier C,900,387,3,1,9,6,7,9,5,10,57434.739392181815,3.6139996813152866
33,Production,1871,Headphones,Accessories,120,39288.02168964205,7.714207299942375,7,14498,John Doe,Technician,1,0,1,97121.61130233001,648,Supplier C,277,387,8,4,8,5,9,6,1,5,42614.75541047637,4.6729586410507045
92,Sales,1368,Tablet,Electronics,99,186760.6644041372,7.364123878088104,6,19936,Tom Green,Technician,5,1,1,33954.9868396079,833,Supplier D,261,339,2,8,1,6,8,1,1,12,99894.13513434539,12.514897727300827
3,Marketing,1990,Headphones,Gadgets,428,152671.81504402522,13.957246489828208,3,14319,Tom Green,Salesperson,4,0,0,94994.71674651047,625,Supplier C,519,162,2,3,7,6,4,2,6,12,43637.83977912813,15.482390243931121
90,Production,1374,Phone,Gadgets,298,129819.09322652525,23.81072943001426,1,11790,Michael Brown,Technician,4,1,1,58625.09005288672,818,Supplier B,954,142,8,4,3,7,8,9,5,5,10204.467745292886,12.635870947422712
100,Sales,1481,Tablet,Accessories,103,95241.51176539206,11.317910559787986,3,12621,John Doe,Engineer,8,1,0,102119.82955739935,867,Supplier D,118,53,10,9,8,7,6,9,7,7,83882.09174978896,2.195282931569195
69,Marketing,1804,Headphones,Accessories,150,12007.252137363832,16.71038337205926,1,15699,Jane Smith,Manager,5,1,1,42532.39947544552,813,Supplier D,771,398,7,8,8,10,1,1,6,12,26772.670402810065,20.78157946047689
43,Sales,1184,Charger,Electronics,80,152779.68741025607,6.140099165863304,1,16170,Lisa White,Technician,10,0,0,43549.479052313414,777,Supplier D,362,91,5,5,6,5,1,6,9,4,79281.00321571874,24.604117812089612
10,IT,1226,Tablet,Gadgets,262,71596.01714585263,9.241442204258703,7,16602,Tom Green,Engineer,10,0,0,30239.09067308198,599,Supplier C,176,181,10,5,10,10,6,9,8,18,99697.30705375178,19.907172961635023
96,Sales,1969,Laptop,Electronics,345,27702.18728611917,23.590744784667525,10,16009,Michael Brown,HR Specialist,5,0,1,118232.96529384976,556,Supplier D,412,238,7,10,6,1,8,4,4,12,74017.215566223,21.781079100334694
39,Marketing,1959,Phone,Accessories,245,35621.63493499201,15.791812016687086,1,14869,Jane Smith,Manager,10,1,1,40138.79445472076,944,Supplier D,955,310,1,4,7,2,1,3,7,11,48255.71915533161,3.7645117107646273
11,Sales,1807,Tablet,Gadgets,442,6309.521186575102,8.178184431478526,9,19894,Tom Green,Technician,2,1,0,103846.778574644,704,Supplier C,617,366,6,6,1,5,1,3,8,11,76446.61250592563,3.083847003976147
77,HR,1689,Phone,Accessories,94,56612.14794054238,10.913885065096142,4,17822,Lisa White,Manager,8,0,0,74489.45332720326,532,Supplier A,378,492,2,2,6,3,2,6,8,10,52000.15115724117,9.909565096475928
95,Production,1884,Tablet,Gadgets,158,7586.79256893276,19.68287941066987,1,12813,John Doe,HR Specialist,2,0,0,64996.36320853199,649,Supplier D,988,81,10,6,4,9,8,4,8,10,52929.15299432196,11.380284826130346
97,IT,1169,Laptop,Electronics,459,69636.62879922206,25.11368588183408,10,19072,Jane Smith,Manager,10,0,0,67359.1189677435,653,Supplier B,451,406,3,8,5,5,5,1,10,8,92672.0719248741,9.929528811658674
81,Production,1591,Laptop,Accessories,469,86055.5169292234,9.346792407420107,3,12083,Lisa White,Engineer,5,1,0,66661.36496216233,762,Supplier C,469,72,6,10,1,9,6,3,2,16,64925.8975371513,5.6406181645342865
84,Sales,1735,Tablet,Accessories,300,68057.21923042893,18.322763305550666,2,13503,Jane Smith,Manager,10,0,0,111574.3045914715,756,Supplier C,4,228,4,2,9,9,7,8,2,5,6240.116834097795,3.9967998487436915
23,Sales,1472,Laptop,Gadgets,28,61653.14659803366,21.99037929871221,1,13359,Michael Brown,Manager,5,1,1,55115.954401183146,835,Supplier A,121,136,7,4,7,2,2,1,6,6,19150.289308011692,13.07975516192073
21,Marketing,1265,Headphones,Electronics,346,52766.75215532112,14.898952162924104,3,15565,John Doe,Salesperson,7,1,0,47508.08510481355,888,Supplier C,249,290,4,8,1,4,1,4,1,11,75987.04363586554,2.9874278961826928
5,Marketing,1605,Phone,Gadgets,221,108170.73250107936,8.872544593375194,1,17092,Tom Green,Engineer,2,1,1,72352.29740176309,668,Supplier C,82,434,8,8,6,6,9,8,5,6,21861.518985988765,7.7733864600223
7,Production,1809,Laptop,Gadgets,251,110991.75519684001,5.379443219670858,6,12322,Jane Smith,Technician,4,0,0,40174.20705867714,945,Supplier B,347,108,4,2,7,10,7,3,6,7,23906.243889554076,2.4526912777150756
74,Production,1750,Headphones,Accessories,135,29588.16139619202,29.301254180448673,2,16952,Jane Smith,Technician,6,0,1,47413.92379581221,865,Supplier D,409,200,3,2,7,8,6,6,8,17,14678.36884276825,13.354749426369562
11,Production,1576,Tablet,Electronics,327,152381.32721885858,16.703337909864665,6,17120,Tom Green,HR Specialist,1,1,1,93083.11687453547,973,Supplier A,648,86,2,10,2,5,1,3,8,9,57104.366881519985,12.635901114650775
89,Production,1920,Tablet,Electronics,480,75423.2148161039,27.861296254709305,8,15408,Tom Green,Engineer,7,0,0,31948.2206093243,730,Supplier B,798,75,3,9,6,1,10,10,9,17,5513.213721653843,9.234466704116272
60,Marketing,1237,Laptop,Gadgets,431,106189.93034146927,10.759641117623199,4,14395,Jane Smith,Manager,2,0,1,90125.80625520021,619,Supplier A,141,376,7,10,2,7,4,10,6,11,34286.37985823772,20.780947813434892
50,IT,1447,Laptop,Accessories,202,133874.26671598118,13.518734074397774,2,14690,Michael Brown,Engineer,7,1,1,49708.50749508911,515,Supplier C,912,73,3,5,2,8,1,7,7,19,18425.07526952395,10.234763671260694
26,IT,1206,Tablet,Gadgets,56,47209.49200615948,10.120165821540867,10,17001,John Doe,HR Specialist,4,0,0,31135.212688963402,860,Supplier D,359,166,3,9,7,4,8,1,2,11,53244.15560092457,5.889311295408913
88,Marketing,1614,Phone,Gadgets,169,36256.52816858816,15.210284935781427,8,12426,Michael Brown,Manager,6,1,1,78942.84961979644,539,Supplier B,949,307,8,1,10,3,6,2,3,18,88700.99072479608,9.39880475029263
90,Sales,1353,Charger,Accessories,28,119546.72086513971,11.642165590805217,1,14940,Tom Green,Engineer,7,0,1,100914.51980769196,984,Supplier B,215,108,1,8,8,3,6,5,9,5,56341.768548496424,11.004760188432359
73,IT,1838,Headphones,Accessories,231,35141.9563779544,22.535303118540313,8,19624,Tom Green,Manager,3,0,0,33414.46810359037,998,Supplier C,164,225,1,4,8,2,10,5,1,5,58176.92348524484,20.93902766297466
48,Sales,1189,Charger,Accessories,132,81149.72730139941,10.85415734773547,2,12136,Tom Green,HR Specialist,7,1,0,106211.24909816316,593,Supplier D,731,236,7,2,8,3,9,8,10,10,45758.430377968514,1.6991096377563473
80,Marketing,1138,Headphones,Accessories,192,26040.19975536604,28.813438843214207,1,15972,Jane Smith,Manager,1,1,1,106556.70134767935,779,Supplier D,886,335,4,2,1,4,5,8,10,13,96899.12824610736,24.45292992816293
77,Production,1776,Phone,Accessories,425,31886.20452721383,9.654935911171169,3,19685,Michael Brown,HR Specialist,9,0,1,31183.63192446817,887,Supplier A,611,258,10,5,6,2,5,8,8,5,26811.012555885794,20.35928582010533
33,HR,1757,Phone,Electronics,414,7204.846917098277,10.095450014355595,2,10541,Michael Brown,HR Specialist,1,1,1,109666.89710557967,919,Supplier B,501,385,5,10,4,8,8,10,10,14,35101.111703517425,4.187379833149034
31,Production,1797,Headphones,Gadgets,77,41242.98125800946,23.123796466413868,2,10523,Tom Green,Engineer,10,0,1,100558.90709074019,807,Supplier C,504,79,1,6,1,9,9,5,3,12,74799.43221254337,3.9875153131605003
93,Production,1153,Headphones,Electronics,115,91214.91626832423,25.840193863226798,8,10160,Tom Green,Manager,2,1,1,82522.0024344535,735,Supplier D,61,282,8,4,1,8,1,7,7,6,22443.018808790217,8.544483164060203
28,Sales,1972,Tablet,Gadgets,135,110484.7076283428,6.850065949809002,4,10586,Lisa White,Manager,6,1,1,77079.23632441461,928,Supplier C,110,335,10,10,4,3,7,4,6,14,24051.216159897085,21.313860162628224
99,Production,1224,Headphones,Gadgets,155,16700.464433676447,18.47587901498634,6,10813,Jane Smith,Manager,3,1,1,73756.10184343003,641,Supplier B,60,499,6,8,5,10,2,10,9,1,21637.448680605543,22.785419541366693
91,Sales,1662,Phone,Electronics,394,9463.914712756416,22.296322387207702,3,16986,Lisa White,Manager,4,0,1,100487.15965135382,806,Supplier C,395,267,4,6,8,1,1,7,5,17,61782.880654271736,10.749211113342566
10,Production,1664,Charger,Accessories,419,190787.32742486557,25.395107502271173,1,19962,Lisa White,Salesperson,5,1,1,43325.41639184175,962,Supplier D,837,450,3,4,9,9,1,6,6,1,63560.07494185208,20.76952461380123
49,Production,1382,Tablet,Accessories,217,40028.99894377502,26.310221607928028,10,12945,John Doe,Technician,8,1,1,85775.39039251432,639,Supplier D,813,490,10,5,6,10,7,4,1,11,75287.58877720703,7.199225267218448
30,HR,1280,Tablet,Electronics,349,27685.779473638177,16.17942030639599,4,11135,Tom Green,HR Specialist,9,1,0,65564.07105855562,516,Supplier D,254,491,3,4,5,7,5,3,6,3,70037.71693999035,21.732297160796733
18,Sales,1561,Laptop,Accessories,205,47574.0372561379,28.187726396439494,3,19129,John Doe,Manager,2,1,1,82669.95567956848,975,Supplier A,227,498,8,10,6,9,6,3,10,3,16185.371824905676,2.9557470711988865
38,IT,1787,Charger,Electronics,342,7461.424968760944,15.168303386383492,5,18381,Michael Brown,Manager,10,0,0,33570.44087577145,879,Supplier C,231,361,6,8,8,6,6,6,4,0,75084.18581330567,11.018491490972806
9,Marketing,1661,Phone,Accessories,474,112181.165708374,22.193142246371803,2,15515,Tom Green,Engineer,9,1,0,80936.60480054311,608,Supplier B,954,89,1,8,2,3,1,7,9,7,50960.362778793955,6.3628074197751685
14,Marketing,1813,Phone,Electronics,242,128729.67852175892,28.430557899625427,8,15665,Michael Brown,Technician,7,1,0,94285.2521808839,682,Supplier D,589,185,6,6,10,5,10,10,9,6,58588.28858997335,20.789850864184825
